Code,Name
13401.0,솜 및 실 염색 가공업
13402.0,"직물, 편조 원단 및 의복류 염색 가공업"
13403.0,날염 가공업
13409.0,섬유제품 기타 정리 및 마무리 가공업
13910.0,"카펫, 마루덮개 및 유사 제품 제조업"
13921.0,끈 및 로프 제조업
13922.0,어망 및 기타 끈 가공품 제조업
13991.0,세폭직물 제조업
13992.0,부직포 및 펠트 제조업
13993.0,특수사 및 코드직물 제조업
13994.0,표면처리 및 적층 직물 제조업
13999.0,그 외 기타 분류 안된 섬유제품 제조업
14111.0,남자용 겉옷 제조업
14112.0,여자용 겉옷 제조업
14120.0,속옷 및 잠옷 제조업
14130.0,한복 제조업
14191.0,셔츠 및 블라우스 제조업
14192.0,"근무복, 작업복 및 유사 의복 제조업"
14193.0,가죽의복 제조업
14194.0,유아용 의복 제조업
14199.0,그 외 기타 봉제의복 제조업
14200.0,모피제품 제조업
14300.0,편조의복 제조업
14411.0,스타킹 및 기타양말 제조업
14419.0,기타 편조 의복 액세서리 제조업
14491.0,모자 제조업
14499.0,그 외 기타 의복 액세서리 제조업
15110.0,모피 및 가죽 제조업
15121.0,핸드백 및 지갑 제조업
15129.0,가방 및 기타 보호용 케이스 제조업
15190.0,기타 가죽제품 제조업
15211.0,구두류 제조업
15219.0,기타 신발 제조업
15220.0,신발 부분품 제조업
16101.0,일반 제재업
16102.0,표면 가공목재 및 특정 목적용 제재목 제조업
16103.0,"목재 보존, 방부처리, 도장 및 유사 처리업"
16211.0,"박판, 합판 및 유사 적층판 제조업"
16212.0,강화 및 재생 목재 제조업
16221.0,목재 문 및 관련제품 제조업
16229.0,기타 건축용 나무제품 제조업
16231.0,목재 깔판류 및 기타 적재판 제조업
16232.0,"목재 포장용 상자, 드럼 및 유사 용기 제조업"
16291.0,목재 도구 및 주방용 나무제품 제조업
16292.0,장식용 목제품 제조업
16299.0,그 외 기타 나무제품 제조업
16300.0,코르크 및 조물 제품 제조업
17110.0,펄프 제조업
17121.0,신문용지 제조업
17122.0,인쇄용 및 필기용 원지 제조업
17123.0,크라프트지 및 상자용 판지 제조업
17124.0,"적층, 합성 및 특수 표면처리 종이 제조업"
17125.0,위생용 원지 제조업
17129.0,기타 종이 및 판지 제조업
17211.0,골판지 제조업
17212.0,골판지 상자 및 가공제품 제조업
17221.0,종이 포대 및 가방 제조업
17222.0,판지 상자 및 용기 제조업
17223.0,식품 위생용 종이 상자 및 용기 제조업
17229.0,기타 종이 상자 및 용기 제조업
17901.0,문구용 종이제품 제조업
17902.0,위생용 종이제품 제조업
17903.0,벽지 및 장판지 제조업
17909.0,그 외 기타 종이 및 판지 제품 제조업
18111.0,경 인쇄업
18112.0,스크린 인쇄업
18113.0,오프셋 인쇄업
18119.0,기타 인쇄업
18121.0,제판 및 조판업
18122.0,제책업
18129.0,기타 인쇄관련 산업
18200.0,기록매체 복제업
19101.0,코크스 및 관련제품 제조업
19102.0,연탄 및 기타 석탄 가공품 제조업
19210.0,원유 정제처리업
19221.0,윤활유 및 그리스 제조업
19229.0,기타 석유 정제물 재처리업
20111.0,석유화학계 기초 화학 물질 제조업
20112.0,천연수지 및 나무 화학 물질 제조업
20119.0,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업
20121.0,산업용 가스 제조업
20129.0,기타 기초 무기화학 물질 제조업
20131.0,무기 안료용 금속 산화물 및 관련 제품 제조업
20132.0,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업"
20201.0,합성고무 제조업
20202.0,합성수지 및 기타 플라스틱 물질 제조업
20203.0,혼성 및 재생 플라스틱 소재 물질 제조업
20311.0,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업"
20312.0,복합비료 및 기타 화학비료 제조업
20313.0,유기질 비료 및 상토 제조업
20321.0,화학 살균ㆍ살충제 및 농업용 약제 제조업
20322.0,생물 살균ㆍ살충제 및 식물보호제 제조업
20411.0,일반용 도료 및 관련제품 제조업
20412.0,요업용 도포제 및 관련제품 제조업
20413.0,인쇄 잉크 및 회화용 물감 제조업
20421.0,계면활성제 제조업
20422.0,"치약, 비누 및 기타 세제 제조업"
20423.0,화장품 제조업
20424.0,표면 광택제 및 실내 가향제 제조업
20491.0,감광 재료 및 관련 화학제품 제조업
20492.0,가공 및 정제염 제조업
20493.0,접착제 및 젤라틴 제조업
20494.0,화약 및 불꽃제품 제조업
20495.0,바이오 연료 및 혼합물 제조업
20499.0,그 외 기타 분류 안된 화학제품 제조업
20501.0,합성섬유 제조업
20502.0,재생 섬유 제조업
21101.0,의약용 화합물 및 항생물질 제조업
21102.0,생물학적 제제 제조업
21210.0,완제 의약품 제조업
21220.0,한의약품 제조업
21230.0,동물용 의약품 제조업
21300.0,의료용품 및 기타 의약 관련제품 제조업
22111.0,타이어 및 튜브 제조업
22112.0,타이어 재생업
22191.0,고무 패킹류 제조업
22192.0,산업용 그 외 비경화 고무제품 제조업
22193.0,고무 의류 및 기타 위생용 비경화 고무제품 제조업
22199.0,그 외 기타 고무제품 제조업
22211.0,"플라스틱 선, 봉, 관 및 호스 제조업"
22212.0,플라스틱 필름 제조업
22213.0,플라스틱 시트 및 판 제조업
22214.0,플라스틱 합성피혁 제조업
22221.0,벽 및 바닥 피복용 플라스틱 제품 제조업
22222.0,설치용 및 위생용 플라스틱제품 제조업
22223.0,플라스틱 창호 제조업
22229.0,기타 건축용 플라스틱 조립제품 제조업
22231.0,"플라스틱 포대, 봉투 및 유사제품 제조업"
22232.0,포장용 플라스틱 성형용기 제조업
22241.0,운송장비 조립용 플라스틱제품 제조업
22249.0,기타 기계ㆍ장비 조립용 플라스틱제품 제조업
22251.0,폴리스티렌 발포 성형제품 제조업
22259.0,기타 플라스틱 발포 성형제품 제조업
22291.0,플라스틱 접착처리 제품 제조업
22292.0,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
22299.0,그 외 기타 플라스틱 제품 제조업
23111.0,판유리 제조업
23112.0,안전유리 제조업
23119.0,기타 판유리 가공품 제조업
23121.0,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
23122.0,디스플레이 장치용 유리 제조업
23129.0,기타 산업용 유리제품 제조업
23191.0,가정용 유리제품 제조업
23192.0,포장용 유리용기 제조업
23199.0,그 외 기타 유리제품 제조업
23211.0,정형 내화 요업제품 제조업
23212.0,부정형 내화 요업제품 제조업
23221.0,가정용 및 장식용 도자기 제조업
23222.0,위생용 및 산업용 도자기 제조업
23229.0,기타 일반 도자기 제조업
23231.0,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업"
23232.0,타일 및 유사 비내화 요업제품 제조업
23239.0,기타 건축용 비내화 요업제품 제조업
23311.0,시멘트 제조업
23312.0,석회 및 플라스터 제조업
23321.0,비내화 모르타르 제조업
23322.0,레미콘 제조업
23323.0,플라스터 혼합제품 제조업
23324.0,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
23325.0,콘크리트 관 및 기타 구조용 콘크리트제품 제조업
23329.0,그 외 기타 콘크리트 제품 및 유사 제품 제조업
23911.0,건설용 석제품 제조업
23919.0,기타 석제품 제조업
23991.0,아스팔트 콘크리트 및 혼합제품 제조업
23992.0,연마재 제조업
23993.0,비금속광물 분쇄물 생산업
23994.0,암면 및 유사 제품 제조업
23995.0,탄소섬유 제조업
23999.0,그 외 기타 분류 안된 비금속 광물제품 제조업
24111.0,제철업
24112.0,제강업
24113.0,합금철 제조업
24119.0,기타 제철 및 제강업
24121.0,열간 압연 및 압출제품 제조업
24122.0,냉간 압연 및 압출 제품 제조업
24123.0,철강선 제조업
24131.0,주철관 제조업
24132.0,강관 제조업
24133.0,강관 가공품 및 관 연결구류 제조업
24191.0,"도금, 착색 및 기타 표면 처리 강재 제조업"
24199.0,그 외 기타 1차 철강 제조업
24211.0,"동 제련, 정련 및 합금 제조업"
24212.0,"알루미늄 제련, 정련 및 합금 제조업"
24213.0,"연 및 아연 제련, 정련 및 합금 제조업"
24219.0,"기타 비철금속 제련, 정련 및 합금 제조업"
24221.0,"동 압연, 압출 및 연신제품 제조업"
24222.0,"알루미늄 압연, 압출 및 연신제품 제조업"
24229.0,"기타 비철금속 압연, 압출 및 연신제품 제조업"
24290.0,기타 1차 비철금속 제조업
24311.0,선철 주물 주조업
24312.0,강 주물 주조업
24321.0,알루미늄 주물 주조업
24322.0,동 주물 주조업
24329.0,기타 비철금속 주조업
25111.0,"금속 문, 창, 셔터 및 관련제품 제조업"
25112.0,구조용 금속 판제품 및 공작물 제조업
25113.0,육상 금속 골조 구조재 제조업
25114.0,수상 금속 골조 구조재 제조업
25119.0,기타 구조용 금속제품 제조업
25121.0,산업용 난방보일러 및 방열기 제조업
25122.0,금속 탱크 및 저장 용기 제조업
25123.0,압축 및 액화 가스 용기 제조업
25130.0,핵반응기 및 증기보일러 제조업
25200.0,무기 및 총포탄 제조업
25911.0,분말 야금제품 제조업
25912.0,금속 단조제품 제조업
25913.0,자동차용 금속 압형제품 제조업
25914.0,그 외 금속 압형제품 제조업
25921.0,금속 열처리업
25922.0,도금업
25923.0,도장 및 기타 피막 처리업
25924.0,절삭 가공 및 유사 처리업
25929.0,그 외 기타 금속 가공업
25931.0,날붙이 제조업
25932.0,일반 철물 제조업
25933.0,비동력식 수공구 제조업
25934.0,톱 및 호환성 공구 제조업
25941.0,볼트 및 너트류 제조업
25942.0,그 외 금속 파스너 및 나사제품 제조업
25943.0,금속 스프링 제조업
25944.0,금속선 가공제품 제조업
25991.0,금속 캔 및 기타 포장용기 제조업
25992.0,수동식 식품 가공 기기 및 금속 주방용기 제조업
25993.0,금속 위생용품 제조업
25994.0,금속 표시판 제조업
25995.0,피복 및 충전 용접봉 제조업
25999.0,그 외 기타 분류 안된 금속 가공제품 제조업
26111.0,메모리용 전자집적회로 제조업
26112.0,비메모리용 및 기타 전자집적회로 제조업
26121.0,발광 다이오드 제조업
26129.0,기타 반도체 소자 제조업
26211.0,액정 표시장치 제조업
26212.0,유기 발광 표시장치 제조업
26219.0,기타 표시장치 제조업
26221.0,인쇄회로기판용 적층판 제조업
26222.0,경성 인쇄회로기판 제조업
26223.0,연성 및 기타 인쇄회로기판 제조업
26224.0,전자 부품 실장기판 제조업
26291.0,전자 축전기 제조업
26292.0,전자 저항기 제조업
26293.0,전자카드 제조업
26294.0,"전자코일, 변성기 및 기타 전자 유도자 제조업"
26295.0,전자 감지장치 제조업
26299.0,그 외 기타 전자 부품 제조업
26310.0,컴퓨터 제조업
26321.0,기억 장치 제조업
26322.0,컴퓨터 모니터 제조업
26323.0,컴퓨터 프린터 제조업
26329.0,기타 주변 기기 제조업
26410.0,유선 통신장비 제조업
26421.0,방송장비 제조업
26422.0,이동 전화기 제조업
26429.0,기타 무선 통신장비 제조업
26511.0,텔레비전 제조업
26519.0,비디오 및 기타 영상 기기 제조업
26521.0,"라디오, 녹음 및 재생 기기 제조업"
26529.0,기타 음향기기 제조업
26600.0,마그네틱 및 광학 매체 제조업
27111.0,방사선 장치 제조업
27112.0,전기식 진단 및 요법 기기 제조업
27191.0,치과용 기기 제조업
27192.0,정형 외과용 및 신체 보정용 기기 제조업
27193.0,안경 및 안경렌즈 제조업
27194.0,의료용 가구 제조업
27199.0,그 외 기타 의료용 기기 제조업
27211.0,"레이더, 항행용 무선 기기 및 측량 기구 제조업"
27212.0,"전자기 측정, 시험 및 분석 기구 제조업"
27213.0,"물질 검사, 측정 및 분석 기구 제조업"
27214.0,속도계 및 적산계기 제조업
27215.0,기기용 자동 측정 및 제어장치 제조업
27216.0,산업 처리공정 제어장비 제조업
27219.0,"기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
27301.0,광학 렌즈 및 광학 요소 제조업
27302.0,"사진기, 영사기 및 관련 장비 제조업"
27309.0,기타 광학 기기 제조업
27400.0,시계 및 시계 부품 제조업
28111.0,전동기 및 발전기 제조업
28112.0,변압기 제조업
28113.0,방전 램프용 안정기 제조업
28114.0,에너지 저장장치 제조업
28119.0,기타 전기 변환장치 제조업
28121.0,"전기회로 개폐, 보호 장치 제조업"
28122.0,전기회로 접속장치 제조업
28123.0,배전반 및 전기 자동제어반 제조업
28201.0,일차전지 제조업
28202.0,축전지 제조업
28301.0,광섬유 케이블 제조업
28302.0,기타 절연선 및 케이블 제조업
28303.0,절연 코드세트 및 기타 도체 제조업
28410.0,전구 및 램프 제조업
28421.0,운송장비용 조명장치 제조업
28422.0,일반용 전기 조명장치 제조업
28423.0,전시 및 광고용 조명장치 제조업
28429.0,기타 조명장치 제조업
28511.0,주방용 전기 기기 제조업
28512.0,가정용 전기 난방기기 제조업
28519.0,기타 가정용 전기 기기 제조업
28520.0,가정용 비전기식 조리 및 난방 기구 제조업
28901.0,전기 경보 및 신호장치 제조업
28902.0,전기용 탄소제품 및 절연제품 제조업
28903.0,교통 신호장치 제조업
28909.0,그 외 기타 전기장비 제조업
29111.0,내연기관 제조업
29119.0,기타 기관 및 터빈 제조업
29120.0,유압 기기 제조업
29131.0,액체 펌프 제조업
29132.0,기체 펌프 및 압축기 제조업
29133.0,"탭, 밸브 및 유사 장치 제조업"
29141.0,구름베어링 제조업
29142.0,기어 및 동력전달장치 제조업
29150.0,"산업용 오븐, 노 및 노용 버너 제조업"
29161.0,산업용 트럭 및 적재기 제조업
29162.0,승강기 제조업
29163.0,컨베이어 장치 제조업
29169.0,기타 물품 취급장비 제조업
29171.0,산업용 냉장 및 냉동장비 제조업
29172.0,공기 조화장치 제조업
29173.0,산업용 송풍기 및 배기장치 제조업
29174.0,기체 여과기 제조업
29175.0,액체 여과기 제조업
29176.0,"증류기, 열 교환기 및 가스 발생기 제조업"
29180.0,사무용 기계 및 장비 제조업
29191.0,일반 저울 제조업
29192.0,"용기 세척, 포장 및 충전기 제조업"
29193.0,분사기 및 소화기 제조업
29194.0,동력식 수지 공구 제조업
29199.0,그 외 기타 일반 목적용 기계 제조업
29210.0,농업 및 임업용 기계 제조업
29221.0,전자 응용 절삭기계 제조업
29222.0,디지털 적층 성형기계 제조업
29223.0,금속 절삭기계 제조업
29224.0,금속 성형기계 제조업
29229.0,기타 가공 공작기계 제조업
29230.0,금속 주조 및 기타 야금용 기계 제조업
29241.0,건설 및 채광용 기계장비 제조업
29242.0,광물 처리 및 취급장비 제조업
29250.0,음ㆍ식료품 및 담배 가공기계 제조업
29261.0,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
29269.0,"기타 섬유, 의복 및 가죽 가공기계 제조업"
29271.0,반도체 제조용 기계 제조업
29272.0,디스플레이 제조용 기계 제조업
29280.0,산업용 로봇 제조업
29291.0,펄프 및 종이 가공용 기계 제조업
29292.0,"고무, 화학섬유 및 플라스틱 성형기 제조업"
29293.0,인쇄 및 제책용 기계 제조업
29294.0,주형 및 금형 제조업
29299.0,그 외 기타 특수 목적용 기계 제조업
30110.0,자동차용 엔진 제조업
30121.0,승용차 및 기타 여객용 자동차 제조업
30122.0,화물 자동차 및 특수 목적용 자동차 제조업
30201.0,차체 및 특장차 제조업
30202.0,자동차 구조 및 장치 변경업
30203.0,트레일러 및 세미 트레일러 제조업
30310.0,자동차 엔진용 신품 부품 제조업
30320.0,자동차 차체용 신품 부품 제조업
30331.0,자동차용 신품 동력 전달장치 제조업
30332.0,자동차용 신품 전기장치 제조업
30391.0,자동차용 신품 조향장치 및 현가장치 제조업
30392.0,자동차용 신품 제동장치 제조업
30393.0,자동차용 신품 의자 제조업
30399.0,그 외 자동차용 신품 부품 제조업
30400.0,자동차 재제조 부품 제조업
31111.0,강선 건조업
31112.0,합성수지선 건조업
31113.0,기타 선박 건조업
31114.0,선박 구성 부분품 제조업
31120.0,오락 및 스포츠용 보트 건조업
31201.0,기관차 및 기타 철도 차량 제조업
31202.0,철도 차량 부품 및 관련 장치물 제조업
31311.0,"유인 항공기, 항공 우주선 및 보조장치 제조업"
31312.0,무인 항공기 및 무인 비행장치 제조업
31321.0,항공기용 엔진 제조업
31322.0,항공기용 부품 제조업
31910.0,전투용 차량 제조업
31920.0,모터사이클 제조업
31991.0,자전거 및 환자용 차량 제조업
31999.0,그 외 기타 달리 분류되지 않은 운송장비 제조업
32011.0,매트리스 및 침대 제조업
32019.0,소파 및 기타 내장 가구 제조업
32021.0,주방용 및 음식점용 목재 가구 제조업
32029.0,기타 목재 가구 제조업
32091.0,금속 가구 제조업
32099.0,그 외 기타 가구 제조업
33110.0,귀금속 및 관련제품 제조업
33120.0,모조 귀금속 및 모조 장신용품 제조업
33201.0,건반 악기 제조업
33202.0,전자 악기 제조업
33209.0,기타 악기 제조업
33301.0,"체조, 육상 및 체력 단련용 장비 제조업"
33302.0,놀이터용 장비 제조업
33303.0,낚시 및 수렵용구 제조업
33309.0,기타 운동 및 경기용구 제조업
33401.0,인형 및 장난감 제조업
33402.0,영상게임기 제조업
33409.0,기타 오락용품 제조업
33910.0,간판 및 광고물 제조업
33920.0,사무 및 회화용품 제조업
33931.0,가발 및 유사 제품 제조업
33932.0,전시용 모형 제조업
33933.0,표구 처리업
33991.0,단추 및 유사 파스너 제조업
33992.0,"라이터, 연소물 및 흡연용품 제조업"
33993.0,비 및 솔 제조업
33999.0,그 외 기타 달리 분류되지 않은 제품 제조업
34011.0,건설ㆍ광업용 기계 및 장비 수리업
34019.0,기타 일반 기계 및 장비 수리업
34020.0,전기ㆍ전자 및 정밀 기기 수리업
35111.0,원자력 발전업
35112.0,수력 발전업
35113.0,화력 발전업
35114.0,태양력 발전업
35119.0,기타 발전업
35120.0,송전 및 배전업
35130.0,전기 판매업
35200.0,연료용 가스 제조 및 배관공급업
35300.0,"증기, 냉ㆍ온수 및 공기 조절 공급업"
36010.0,생활용수 공급업
36020.0,산업용수 공급업
37011.0,하수 처리업
37012.0,폐수 처리업
37021.0,사람 분뇨 처리업
37022.0,축산 분뇨 처리업
38110.0,"지정 외 폐기물 수집, 운반업"
38120.0,"지정 폐기물 수집, 운반업"
38130.0,"건설 폐기물 수집, 운반업"
38210.0,지정 외 폐기물 처리업
38220.0,지정 폐기물 처리업
38230.0,건설 폐기물 처리업
38240.0,"방사성 폐기물 수집, 운반 및 처리업"
38311.0,금속류 해체 및 선별업
38312.0,금속류 원료 재생업
38321.0,비금속류 해체 및 선별업
38322.0,비금속류 원료 재생업
39001.0,토양 및 지하수 정화업
39009.0,기타 환경 정화 및 복원업
41111.0,단독 주택 건설업
41112.0,아파트 건설업
41119.0,기타 공동 주택 건설업
41121.0,사무ㆍ상업용 및 공공기관용 건물 건설업
41122.0,제조업 및 유사 산업용 건물 건설업
41129.0,기타 비주거용 건물 건설업
41210.0,지반조성 건설업
,
41221.0,도로 건설업
41222.0,"교량, 터널 및 철도 건설업"
41223.0,"항만, 수로, 댐 및 유사 구조물 건설업"
41224.0,환경설비 건설업
41225.0,산업 생산시설 종합 건설업
41226.0,조경 건설업
41229.0,기타 토목 시설물 건설업
42110.0,건물 및 구축물 해체 공사업
42121.0,토공사업
42122.0,"보링, 그라우팅 및 관정 공사업"
42123.0,파일공사 및 축조관련 기초 공사업
42129.0,기타 기반조성 관련 전문공사업
42131.0,철골 및 관련 구조물 공사업
42132.0,콘크리트 및 철근 공사업
42133.0,조적 및 석공사업
42134.0,포장 공사업
42135.0,철도 궤도 전문공사업
42136.0,수중 공사업
42137.0,비계 및 형틀 공사업
42138.0,"지붕, 내ㆍ외벽 축조 관련 전문공사업"
42139.0,기타 옥외 시설물 축조관련 전문공사업
42201.0,배관 및 냉ㆍ난방 공사업
42202.0,건물용 기계ㆍ장비 설치 공사업
42203.0,"방음, 방진 및 내화 공사업"
42204.0,소방시설 공사업
42209.0,기타 건물 관련설비 설치 공사업
42311.0,일반 전기 공사업
42312.0,내부 전기배선 공사업
42321.0,일반 통신 공사업
42322.0,내부 통신배선 공사업
42411.0,도장 공사업
42412.0,"도배, 실내 장식 및 내장 목공사업"
42420.0,유리 및 창호 공사업
42491.0,"미장, 타일 및 방수 공사업"
42492.0,건물용 금속 공작물 설치 공사업
42499.0,그 외 기타 건축 마무리 공사업
42500.0,시설물 유지관리 공사업
42600.0,건설장비 운영업
45110.0,자동차 신품 판매업
45120.0,중고 자동차 판매업
45211.0,자동차 신품 타이어 및 튜브 판매업
45212.0,자동차용 전용 신품 부품 판매업
45213.0,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업
45219.0,기타 자동차 신품 부품 및 내장품 판매업
45220.0,자동차 중고 부품 및 내장품 판매업
45301.0,모터사이클 및 부품 도매업
45302.0,모터사이클 및 부품 소매업
46101.0,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업"
46102.0,음ㆍ식료품 및 담배 중개업
46103.0,"섬유, 의복, 신발 및 가죽제품 중개업"
46104.0,목재 및 건축자재 중개업
46105.0,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
46106.0,기계 및 장비 중개업
46107.0,그 외 기타 특정 상품 중개업
46109.0,상품 종합 중개업
46201.0,곡물 및 유지작물 도매업
46202.0,종자 및 묘목 도매업
46203.0,사료 도매업
46204.0,화훼류 및 식물 도매업
46205.0,육지 동물 및 애완 동물 도매업
46209.0,기타 산업용 농산물 도매업
46311.0,과실류 도매업
46312.0,"채소류, 서류 및 향신작물류 도매업"
46313.0,육류 도매업
46314.0,건어물 및 젓갈류 도매업
46315.0,"신선, 냉동 및 기타 수산물 도매업"
46319.0,기타 신선 식품 및 단순 가공 식품 도매업
46321.0,육류 가공식품 도매업
46322.0,수산물 가공식품 도매업
46323.0,"빵류, 과자류, 당류, 초콜릿 도매업"
46324.0,낙농품 및 동ㆍ식물성 유지 도매업
46325.0,커피 및 차류 도매업
46326.0,조미료 도매업
46329.0,기타 가공식품 도매업
46331.0,주류 도매업
46332.0,비알코올 음료 도매업
46333.0,담배 도매업
46411.0,생활용 섬유 및 실 도매업
46412.0,커튼 및 침구용품 도매업
46413.0,남녀용 겉옷 및 셔츠 도매업
46414.0,유아용 의류 도매업
46415.0,속옷 및 잠옷 도매업
46416.0,가죽 및 모피 제품 도매업
46417.0,의복 액세서리 및 모조 장신구 도매업
46419.0,기타 생활용 섬유 및 직물 제품 도매업
46420.0,신발 도매업
46431.0,생활용 가구 도매업
46432.0,"전구, 램프 및 조명장치 도매업"
46433.0,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업
46439.0,기타 비전기식 생활용 기기 및 기구 도매업
46441.0,의약품 도매업
46442.0,의료용품 도매업
46443.0,화장품 및 화장용품 도매업
46444.0,비누 및 세정제 도매업
46451.0,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업"
46452.0,"문구용품, 회화용품, 사무용품 도매업"
46453.0,"서적, 잡지 및 기타 인쇄물 도매업"
46461.0,음반 및 비디오물 도매업
46462.0,악기 도매업
46463.0,"장난감 및 취미, 오락용품 도매업"
46464.0,운동 및 경기용품 도매업
46465.0,자전거 및 기타 운송장비 도매업
46491.0,가방 및 보호용 케이스 도매업
46492.0,시계 및 귀금속 제품 도매업
46493.0,"안경, 사진장비 및 광학용품 도매업"
46499.0,그 외 기타 생활용품 도매업
46510.0,"컴퓨터 및 주변장치, 소프트웨어 도매업"
46521.0,가전제품 및 부품 도매업
46522.0,통신ㆍ방송장비 및 부품 도매업
46531.0,농림업용 기계 및 장비 도매업
46532.0,건설ㆍ광업용 기계 및 장비 도매업
46533.0,공작용 기계 및 장비 도매업
46539.0,기타 산업용 기계 및 장비 도매업
46591.0,사무용 가구 및 기기 도매업
46592.0,의료 기기 도매업
46593.0,정밀 기기 및 과학 기기 도매업
46594.0,수송용 운송장비 도매업
46595.0,전기용 기계ㆍ장비 및 관련 기자재 도매업
46596.0,전지 및 케이블 도매업
46599.0,그 외 기타 기계 및 장비 도매업
